Datetime,Open,High,Low,Close,Adj Close,Volume
2020-05-13 14:30:00-04:00,178.67999267578125,178.82000732421875,178.6300048828125,178.75010681152344,178.75010681152344,0
2020-05-13 14:31:00-04:00,178.77999877929688,178.86000061035156,178.7100067138672,178.77499389648438,178.77499389648438,55646
2020-05-13 14:32:00-04:00,178.77999877929688,178.8699951171875,178.64999389648438,178.74000549316406,178.74000549316406,52250
2020-05-13 14:33:00-04:00,178.72999572753906,178.82000732421875,178.52000427246094,178.6699981689453,178.6699981689453,79904
2020-05-13 14:34:00-04:00,178.6313934326172,178.75,178.6313934326172,178.66000366210938,178.66000366210938,49097
2020-05-13 14:35:00-04:00,178.66000366210938,178.68499755859375,178.52000427246094,178.64999389648438,178.64999389648438,56980
2020-05-13 14:36:00-04:00,178.63999938964844,178.85000610351562,178.63499450683594,178.8000030517578,178.8000030517578,54047
2020-05-13 14:37:00-04:00,178.8000030517578,178.8800048828125,178.63999938964844,178.6699981689453,178.6699981689453,41376
2020-05-13 14:38:00-04:00,178.6699981689453,178.86000061035156,178.6699981689453,178.75,178.75,27971
2020-05-13 14:39:00-04:00,178.72999572753906,178.75,178.57000732421875,178.64999389648438,178.64999389648438,40721
2020-05-13 14:40:00-04:00,178.6199951171875,178.68499755859375,178.58999633789062,178.6580047607422,178.6580047607422,33649
2020-05-13 14:41:00-04:00,178.66000366210938,178.7100067138672,178.52999877929688,178.5500946044922,178.5500946044922,29667
2020-05-13 14:42:00-04:00,178.5500030517578,178.5500030517578,178.35000610351562,178.39999389648438,178.39999389648438,75943
2020-05-13 14:43:00-04:00,178.3820037841797,178.49000549316406,178.36000061035156,178.41000366210938,178.41000366210938,50273
2020-05-13 14:44:00-04:00,178.39999389648438,178.4149932861328,178.24989318847656,178.27000427246094,178.27000427246094,57412
2020-05-13 14:45:00-04:00,178.27000427246094,178.3498992919922,178.25999450683594,178.32940673828125,178.32940673828125,43581
2020-05-13 14:46:00-04:00,178.2899932861328,178.47999572753906,178.1750030517578,178.41000366210938,178.41000366210938,85560
2020-05-13 14:47:00-04:00,178.41000366210938,178.60000610351562,178.32000732421875,178.33999633789062,178.33999633789062,60168
2020-05-13 14:48:00-04:00,178.34249877929688,178.5,178.30999755859375,178.49000549316406,178.49000549316406,41056
2020-05-13 14:49:00-04:00,178.48989868164062,178.5749969482422,178.39999389648438,178.42999267578125,178.42999267578125,31692
2020-05-13 14:50:00-04:00,178.41000366210938,178.49000549316406,178.2899932861328,178.32000732421875,178.32000732421875,45886
2020-05-13 14:51:00-04:00,178.32000732421875,178.42999267578125,178.2834014892578,178.3300018310547,178.3300018310547,47679
2020-05-13 14:52:00-04:00,178.33999633789062,178.33999633789062,178.19000244140625,178.27999877929688,178.27999877929688,86257
2020-05-13 14:53:00-04:00,178.28500366210938,178.3101043701172,178.14999389648438,178.16000366210938,178.16000366210938,49001
2020-05-13 14:54:00-04:00,178.15899658203125,178.17999267578125,178.08999633789062,178.1699981689453,178.1699981689453,51686
